AG_APP,TOTAL PARCEL ACRES,TOTAL AGLAND ACRES,Commodity_Acres,Hay_Acres,Perm_Pasture_Acres,Noncommercial_Wood_Acres,Commerical_Wood_Acres,Other_Crop_Acres,Homesite_Acres,Road_Waste_Pond_Acres,CRP_Acres,Con25_Acres,Other_Use_Acres,Stated_Total_Acres,Gross_Income_1,Gross_Income_2,Gross_Income_3,NOTE
616,45.665,45.665,43.898,0,0,0.262,0,0,1,0.505,0,0,0,0,0,0,0,[]
617,94.97,94.97,88.486,0,0,0.361,0,0,0,3.148,0,2.975,0,0,0,0,0,[]
618,38.209,38.209,36,0,0,0,0,0,0,2.209,0,0,0,38.209,0,0,0,[]
619,80,80,69.455,0,0,6.95,0,0,1,2.595,0,0,0,0,0,0,0,[]
620,67.672,67.672,65.086,0,0,0.102,0,0,0,1.284,1.2,0,0,67.672,0,0,0,[]
621,10.495,10.495,1.609,0,0,2.337,0,0,1,0.949,4.6,0,0,0,0,0,0,[]
622,237.69,237.69,237.69,0,0,0,0,0,0,0,0,0,0,237.69,0,0,0,[]
623,327.17,327.17,309.826,0,0,0,0,0,1,11.152,5.15,0.042,0,327.17,0,0,0,[]
625,80,80,56.985,0,0,9.566,0,0,1,4.489,7.96,0,0,80,0,0,0,[]
626,84.617,84.617,36.985,0,6.1,14.442,0,0,1,2.889,23.201,0,0,84.617,0,0,0,[]
627,230.84,230.84,206.467,0,0,14.589,0,0,1,8.784,0,0,0,231,0,0,0,[]
628,124.817,124.817,118.09,0,0,3.207,0,0,2.58,0.83,0,0,0,124.817,0,0,0,[]
629,164.002,164.002,164.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
630,223.21,223.21,194.769,0,0,9.217,0,0,1,8.922,0,9.302,0,0,0,0,0,[]
631,63,63,47.884,0,0,13.136,0,0,1,0.98,0,0,0,63,0,0,0,[]
632,6.89,6.89,5.98,0,0,0,0,0,0,0.91,0,0,0,6.89,2529.6,0,0,[]
633,77.86,77.86,76.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[]
634,134.121,134.121,112.957,0,0,17.106,0,0,2,2.058,0,0,0,134.121,0,0,0,[]
635,339.209,339.209,289.017,0,0,40.261,0,0,1,8.931,0,0,0,339.28,0,0,0,[]
636,97.644,97.644,49.622,0,0,27.826,0,0,1,8.148,6.1,4.948,0,97.6,0,0,0,[]
637,227.887,227.887,207.984,0,0,5.091,0,0,2,6.912,5.9,0,0,227.887,0,0,0,[]
638,152.901,152.901,65.079,22.791,0,56.488,0,0,2,6.543,0,0,0,152.901,0,0,0,[]
639,70,70,59.81,0,0,4,0,0,1,2.27,2.92,0,0,70,0,0,0,[]
640,256.049,256.049,214.98,0,0,34,0,0,0,7.069,0,0,0,256.049,0,0,0,[]
641,48.364,48.364,40,0,0,4.5,0,0,1,2.864,0,0,0,48.364,0,0,0,[]
642,103.668,103.668,100.2,0,0,0,0,0,0,0,3.468,0,0,103.668,0,0,0,[]
643,78.43,78.43,73.431,0,0,0,0,0,0,0.74,0,4.259,0,0,0,0,0,[]
644,38.21,38.21,36.911,0,0,0,0,0,0,1.299,0,0,0,38.21,0,0,0,[]
645,78.94,78.94,58,0,15.94,4,0,0,1,0,0,0,0,0,0,0,0,[]
646,75.614,75.614,0.142,59.8,0,9.493,0,0,0,5.02,0.48,0.679,0,75.614,0,0,0,[]
647,47,47,45.038,0,0,0,0,0,0,1.962,0,0,0,0,0,0,0,[]
648,133.347,133.347,119.05,0,0,8.03,0,0,0,6.267,0,0,0,133.347,0,0,0,[]
649,76.508,76.508,75.73,0,0,0,0,0,0,0.778,0,0,0,76.508,0,0,0,[]
650,107.434,107.434,69.155,0,0,33.122,0,0,1,4.157,0,0,0,107.434,0,0,0,[]
651,226.635,226.635,202.907,0,0,15.045,0,0,1,7.683,0,0,0,226.635,0,0,0,[]
652,55.571,55.571,47.273,0,0,2.769,0,0,1,1.496,0.98,2.053,0,55.571,0,0,0,[]
653,39,39,38.24,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,[]
654,125.61,125.61,125.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
655,120,120,60,0,0,59,0,0,1,0,0,0,0,120,0,0,0,[]
656,103.19,103.19,88.598,0,0,12.156,0,0,1,1.436,0,0,0,103.19,0,0,0,[]
657,117.569,117.569,117.569,0,0,0,0,0,0,0,0,0,0,117.569,0,0,0,[]
658,30.12,30.12,3.157,0,0,0,21.022,0,2,3.941,0,0,0,26.285,0,0,0,[]
659,646.172,646.172,560.042,0,0,36.77,0,0,0,14.842,28.529,5.989,0,646.172,0,0,0,[]
660,63.503,63.503,55.2313,0,0,0,0,0,0,8.2717,0,0,0,63.503,0,0,0,[]
661,116.499,116.499,113.097,0,0,0,0,0,0,3.402,0,0,0,116.499,0,0,0,[]
662,92.5,92.5,52.461,0,0,30.454,0,0,1,8.585,0,0,0,92.5,0,0,0,[]
663,244.05,244.05,221.247,0,0,6.177,0,0,1,5.912,0.4,9.314,0,244.05,0,0,0,[]
664,359.86,359.507,339.28,0,0,9.808,0,0,1,8.729,0.69,0,0,359.5,0,0,0,[]
665,7.506,7.506,6.53,0,0,0,0,0,0,0.976,0,0,0,0,4307.18,0,0,[]
666,79.132,79.132,75.116,0,0,2.209,0,0,1,0.807,0,0,0,79.132,0,0,0,[]
667,91.706,91.706,71.98,0,0,13.095,0,0,0,6.631,0,0,0,91.706,0,0,0,[]
668,83.499,83.499,79.778,0,0,1.823,0,0,1,0.898,0,0,0,83.499,0,0,0,[]
669,126.857,126.857,126.857,0,0,0,0,0,0,0,0,0,0,126.857,0,0,0,[]
670,245.5,245.5,192.692,0,0,41.56,0,0,2,9.248,0,0,0,0,0,0,0,[]
671,122,122,115.763,0,0,0.272,0,0,0,5.965,0,0,0,22,0,0,0,[]
673,115.635,115.635,100.92,0,0,0,0,0,0,14.72,0,0,0,115.64,0,0,0,[]
674,309.964,309.964,300.074,0,0,0.001,0,0,2,4.119,3.77,0,0,309.964,0,0,0,[]
675,122.9,122.9,103.09,0,0,16.62,0,0,1,2.19,0,0,0,122.9,0,0,0,[]
676,12.145,12.145,12.145,0,0,0,0,0,0,0,0,0,0,13.703,0,0,0,[]
677,189.955,189.955,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0,[]
678,433.638,433.638,426.638,0,0,0,0,0,0,7,0,0,0,433.638,0,0,0,[]
679,80,80,59.305,0,0,8.594,0,0,1,0.918,9.08,1.103,0,80,0,0,0,[]
680,283.528,283.528,264.921,0,0,8.348,0,0,1,9.259,0,0,0,283.528,0,0,0,[]
681,82.368,82.368,49.2,0,0,30,0,0,1,2.148,0,0,0,82.368,0,0,0,[]
682,115.573,115.573,112.167,0,0,0,0,0,0,3.186,0.22,0,0,115.573,0,0,0,[]
683,97,97,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0,[]
684,31.254,31.254,0,0,0,29.154,0,0,0,0,2.1,0,0,31.254,0,0,0,[]
685,35.017,35.017,33.917,0,0,0,0,0,0,1.1,0,0,0,35.017,0,0,0,[]
686,260.394,260.394,252.289,0,0,0.243,0,0,1,6.862,0,0,0,0,0,0,0,[]
687,39.932,39.932,36.591,0,0,1.433,0,0,1,0.518,0.39,0,0,39.932,0,0,0,[]
688,74.022,74.022,73.076,0,0,0,0,0,0,0.946,0,0,0,74.022,0,0,0,[]
689,47.556,47.556,38,0,0,4.5,0,0,2,3.5,0,0,0,0,0,0,0,[]
690,75.544,75.544,72.466,0,0,0.096,0,0,0,2.982,0,0,0,0,0,0,0,[]
691,389.098,389.098,12.389,312.26,0,30.908,0,0,2,13.528,8.222,9.791,0,383.098,0,0,0,[]
692,14.33,14.33,11.336,0,0,0,0,0,1,1.994,0,0,0,14.33,0,0,0,[]
693,19.445,19.445,19.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
694,12.494,12.494,10.64,0,0,0,0,0,0,1.854,0,0,0,12.494,0,0,0,[]
695,77,77,63.024,7,0,0,0,0,1,5.976,0,0,0,77,0,0,0,[]
696,194.48,194.48,139.5,0,0,52.98,0,0,1,1,0,0,0,194.48,0,0,0,[]
698,58.586,58.586,54.586,0,0,0,0,0,0,4,0,0,0,58.586,0,0,0,[]
699,12.547,12.547,0,0,0,0,11.547,0,1,0,0,0,0,0,0,0,0,[]
700,7.56,7.56,5.96,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
701,668.829,668.829,599.713,0,0,11.417,0,0,0,31.285,25.13,1.284,0,668.829,0,0,0,[]
702,3,3,2.924,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
703,156.897,156.897,132.95,0,0,17.427,0,0,0,1.661,0,4.859,0,156.897,0,0,0,[]
704,70.255,70.255,48.451,0,0,7.194,0,0,0,3.768,10.842,0,0,0,0,0,0,[]
706,15.542,15.542,11.081,0,0,0.924,0,0,1,1.337,1.2,0,0,0,0,0,0,[]
707,144.74,144.74,120.94,0,0,20.09,0,0,1,2.71,0,0,0,144.74,0,0,0,[]
708,19.964,19.964,5.234,3,2,6.414,0,0,1,2.316,0,0,0,20,0,0,0,[]
709,784.336,784.336,330.865,0,0,0,119.5,0,0,334.32,0,0,0,0,0,0,0,[]
710,102.44,102.44,97.146,0,0,0.078,0,0,0,3.656,1.48,0.08,0,102.44,0,0,0,[]
711,33.057,33.057,26,0,0,6.057,0,0,0,1,0,0,0,33.057,0,0,0,[]
712,37.424,37.424,29,0,0,7.424,0,0,1,0,0,0,0,37.424,0,0,0,[]
713,199.58,199.58,179.23,0,0,16.63,0,0,0,3.72,0,0,0,199.58,0,0,0,[]
714,14.529,14.529,14.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
715,71.03,71.03,67.03,0,0,4,0,0,0,0,0,0,0,71.03,0,0,0,[]
716,44.401,44.401,18.029,0,0,21.775,0,0,1,3.597,0,0,0,0,0,0,0,[]
717,40.507,40.507,37,0,0,3,0,0,0,0.507,0,0,0,40.507,0,0,0,[]
718,46.464,46.464,40.603,0,0,0,0,0,0,0.961,4.9,0,0,46.46,0,0,0,[]
719,112.547,112.547,31.374,62,4,8.657,0,0,1,3.375,0,2.141,0,0,0,0,0,[]
720,39.932,39.932,32.171,0,0,3.866,0,0,0,0.476,2.511,0.908,0,39.932,0,0,0,[]
721,46.736,46.736,29.706,0,0,11.843,0,0,1,4.187,0,0,0,46.736,0,0,0,[]
722,80,80,65.101,0,0,11.735,0,0,1,2.164,0,0,0,80,0,0,0,[]
723,440.537,440.537,422.875,0,0,0,0,0,1,16.662,0,0,0,440.53,0,0,0,[]
725,168.765,168.765,145.91,0,0,13,0,0,1,8.855,0,0,0,168.765,0,0,0,[]
727,37.602,37.602,27.5,0,0,7.278,0,0,0,2.824,0,0,0,37.602,0,0,0,[]
728,10,10,0,0,0,0,0,10,0,0,0,0,0,0,87500,0,0,[]
729,80,80,69.546,0,0,5.029,0,0,1,2.475,1.95,0,0,80,0,0,0,[]
730,20.996,20.996,8.958,0,0,8.851,0,0,0,3.187,0,0,0,20.996,0,0,0,[]
731,290.616,290.616,281.38,0,0,0,0,0,1,6.2,1.45,0,0,290.03,0,0,0,[]
732,138.525,138.525,131.982,0,0,0.229,0,0,0,3.304,3.01,0,0,0,0,0,0,[]
734,25.026,25.022,0.796,0,0,9.037,0,0,0,1.709,13.48,0,0,0,0,0,0,[]
735,89.214,89.214,84.23,0,0,4.98,0,0,0,0,0,0,0,89.21,0,0,0,[]
737,58.903,58.903,55.93,0,0,0,0,0,3,0,0,0,0,58.3,0,0,0,[]
738,89.883,89.883,77.56,0,0,0,0,0,1,11.323,0,0,0,89.883,0,0,0,[]
739,231.424,231.424,197.31,0,0,30.454,0,0,0,2.5,1.16,0,0,231.424,0,0,0,[]
740,126.6,126.6,117,0,0,8.75,0,0,0,0.85,0,0,0,126.6,0,0,0,[]
741,80.325,80.325,70.325,0,0,10,0,0,0,0,0,0,0,80.325,0,0,0,[]
742,30.215,30.215,28.298,0,0,0,0,0,1,0.917,0,0,0,0,0,0,0,[]
743,78.364,78.364,23.449,0,0,46.063,0,0,1,7.852,0,0,0,0,0,0,0,[]
744,135.92,135.92,126.745,0,0,0,0,0,0,4.095,5.08,0,0,135.92,0,0,0,[]
745,127.022,127.022,115.25,0,0,5.62,0,0,0,6.17,0,0,0,127.04,0,0,0,[]
746,212.866,212.866,199.282,0,0,6.97,0,0,1,5.614,0,0,0,0,0,0,0,[]
747,30,30,5.15,0,0,0,23.838,0,1,0.012,0,0,0,0,0,0,0,[]
748,124.018,124.018,110,0,0,6,0,0,2,6,0,0,0,0,0,0,0,[]
749,77,77,49.415,7,0,7.857,7,0,1,4.728,0,0,0,77,0,0,0,[]
750,52.516,52.516,52.516,0,0,0,0,0,0,0,0,0,0,52.516,0,0,0,[]
751,94.323,94.323,75.69,0,0,0,18.52,0,0,0.13,0,0,0,94.343,0,0,0,[]
752,76.27,76.27,59.921,4.5,0,7.188,0,0,1,3.661,0,0,0,76.27,0,0,0,[]
753,228.13,228.13,200.994,0,0,19.789,0,0,1,6.347,0,0,0,0,0,0,0,[]
755,18,18,5.678,5,0,2.982,0,0,1,0.677,1.61,1.053,0,18,0,0,0,[]
757,120,120,90.22,0,0,0,22.55,0,0,3.93,3.3,0,0,120,0,0,0,[]
758,101.88,101.88,101.53,0,0,0,0,0,0,0.35,0,0,0,101.88,0,0,0,[]
759,160,160,118,22,0,15,0,0,1,4,0,0,0,160,0,0,0,[]
760,84.332,84.332,84.332,0,0,0,0,0,0,0,0,0,0,84.332,0,0,0,[]
761,79.064,79.064,2.19,0,0,11.988,0,0,1,0.816,63.07,0,0,0,0,0,0,[]
762,11,11,8,0,0,3,0,0,0,0,0,0,0,11,1543,0,0,[]
763,55.544,55.544,54.475,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0,[]
764,122.818,122.818,122.818,0,0,0,0,0,0,0,0,0,0,122.818,0,0,0,[]
765,99.616,99.616,72.4,0,0,23.504,0,0,0,3.712,0,0,0,99.616,0,0,0,[]
766,30,30,14.183,0,0,11.019,0,0,1,1.388,2.41,0,0,0,0,0,0,[]
767,23.912,23.912,5.5,0,0,18.4,0,0,0,0,0,0,0,23.912,0,0,0,[]
769,64.433,64.433,59.693,0,0,0.031,0,0,1,3.709,0,0,0,211.715,0,0,0,[]
770,137.01,137.01,102.079,0,0,22.427,0,0,1,11.504,0,0,0,137.01,0,0,0,[]
771,159.606,159.606,139.502,0,6.886,8.404,0,0,1,3.814,0,0,0,159.606,0,0,0,[]
772,56.484,56.484,50.856,0,0,4.627,0,0,0,0.701,0.3,0,0,56.484,0,0,0,[]
773,30.31,30.31,1.603,0,0,14.094,0,0,0,1.767,12.56,0.286,0,30.31,0,0,0,[]
774,162,162,52.364,0,38.89,0,51.781,0,1,9.601,0,8.364,0,162,0,0,0,[]
775,55.911,55.911,17.909,0,0,24.705,0,0,0,5.287,8.01,0,0,0,0,0,0,[]
776,10.141,10.141,5.611,0,0,3.763,0,0,0,0.767,0,0,0,0,0,0,0,[]
777,16.715,16.715,2.961,0,0,12.223,0,0,1,0.531,0,0,0,16.715,0,0,0,[]
778,240.422,240.422,217.15,0,0,18.869,0,0,0,2.203,2.2,0,0,240.422,0,0,0,[]
780,28.31,28.31,24.52,0,0,0,0,0,0,2.71,1.08,0,0,28.31,0,0,0,[]
781,14.563,14.563,0,0,0,0,13.6,0,1,0,0,0,0,14.6,0,0,0,[]
782,145.212,145.212,125.146,0,0,15.179,0,0,1,0,0,0,3.887,145.212,0,0,0,[]
783,67.1,67.1,48.53,0,0,16.265,0,0,0,2.305,0,0,0,0,0,0,0,[]
784,31.75,31.75,28.582,0,0,0,0,0,1,2.168,0,0,0,0,0,0,0,[]
785,43.516,43.516,40,0,0,0,0,0,0,3.516,0,0,0,0,0,0,0,[]
786,151.56,151.56,151.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
787,62.129,62.129,30,0,0,30,0,0,0,2.129,0,0,0,62.129,0,0,0,[]
788,124.297,124.297,108.035,0,0,8.806,0,0,1,6.456,0,0,0,124.297,0,0,0,[]
791,39.163,39.163,18.127,3,0,14.344,0,0,1,2.692,0,0,0,39.1,0,0,0,[]
792,157.119,157.119,145.69,0,0,4.72,0,0,0,6.709,0,0,0,157.119,0,0,0,[]
794,40,40,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,[]
795,103.599,103.599,87.762,0,0,12.637,0,0,1,2.2,0,0,0,0,0,0,0,[]
796,242.998,242.998,219.834,0,0,15.627,0,0,2,5.537,0,0,0,242.998,0,0,0,[]
797,214.691,214.691,170,0,0,38,0,0,1,5.691,0,0,0,214.691,0,0,0,[]
798,95.297,95.297,93.7,0,0,0,0,0,0,1.597,0,0,0,95.297,0,0,0,[]
800,22.09,22.09,13.502,0,0,7.036,0,0,0,1.552,0,0,0,0,0,0,0,[]
801,36.412,36.412,34,0,0,2.412,0,0,0,0,0,0,0,0,0,0,0,[]
802,77.189,77.189,0,76.329,0,0,0,0,0,0.86,0,0,0,0,0,0,0,[]
803,97.259,97.259,84.935,0,0.359,0,0,0,1,1.815,9.15,0,0,97.259,0,0,0,[]
804,13.989,13.989,12.989,0,0,0,0,0,1,0,0,0,0,13.989,0,0,0,[]
805,44.01,44.01,0.74,0,0,12.449,0,0,1,2.231,27.59,0,0,44.01,0,0,0,[]
806,5.98,5.98,4.29,0,0,0,0,0,1,0.69,0,0,0,0,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
807,137.12,136.887,124.517,0,0,0.017,0,0,0,2.943,8.52,0.89,0,137.12,0,0,0,[]
808,14.86,14.86,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
809,203.723,203.723,190.952,0,0,6.524,0,0,0,6.247,0,0,0,203.723,0,0,0,[]
810,198.691,198.691,162.88,0,0,25.797,0,0,1,9.014,0,0,0,0,0,0,0,[]
811,92.711,92.711,80.99,0,0,9.259,0,0,1,1.462,0,0,0,92.711,0,0,0,[]
812,263.845,263.845,172.88,0,0,0,0,80,0,10.965,0,0,0,263.845,0,0,0,[]
813,57.313,57.313,56.449,0,0,0,0,0,0,0.864,0,0,0,57.313,0,0,0,[]
814,125.597,125.597,102.037,0,0,14.092,0,0,0,5.366,2.99,1.112,0,125.597,0,0,0,[]
816,124.61,124.61,120.066,0,0,4.544,0,0,0,0,0,0,0,124.61,0,0,0,[]
817,387.004,387.004,333.82,0,0,34.907,0,0,1.58,16.697,0,0,0,387.004,0,0,0,[]
818,130.121,130.121,73.003,0,0,33.401,0,0,0,4.505,16.41,2.802,0,0,0,0,0,[]
819,152.548,152.548,122.364,0,0,25.416,0,0,1,0.861,2.5,0.407,0,0,0,0,0,[]
820,48.59,48.59,41,0,0,4.99,0,0,0,2.6,0,0,0,48.59,0,0,0,[]
821,119.631,119.631,116.44,0,0,0,0,0,0,3.191,0,0,0,119.631,0,0,0,[]
822,218.62,218.62,210.653,0,0,0,0,0,1,6.967,0,0,0,218.62,0,0,0,[]
823,164.697,164.697,138.225,0,4,13.247,0,0,1,8.225,0,0,0,164.697,0,0,0,[]
824,20.532,20.532,18.81,0,0,0,0,0,1.062,0,0.66,0,0,20.532,0,0,0,[]
825,46.33,46.33,46.33,0,0,0,0,0,0,0,0,0,0,46.33,0,0,0,[]
826,99.79,99.79,84.07,0,0,13.72,0,0,0,2,0,0,0,99.79,0,0,0,[]
827,157.67,157.67,134.9,0,22.57,0,0,0,0,0,0,0,0,0,0,0,0,[]
828,28.98,28.98,27.453,0,0,0,0,0,1,0.527,0,0,0,0,0,0,0,[]
829,483.73,483.73,447.759,0,0,11.243,0,0,4,18.994,0.42,1.314,0,483.73,0,0,0,[]
830,341.757,341.758,319.568,0,0,10.895,0,0,1,10.295,0,0,0,341.75,0,0,0,[]
832,62.118,62.118,62.118,0,0,0,0,0,0,0,0,0,0,62.118,0,0,0,[]
833,92.248,92.248,57.84,0,2.5,1.245,0,0,1,1.177,28.47,0.016,0,92.248,0,0,0,[]
834,75.398,75.398,68.26,0,0,5.31,0,0,0,1.828,0,0,0,75.398,0,0,0,[]
835,76.095,76.095,53.95,0,0,20,0,0,0,2.145,0,0,0,76.095,0,0,0,[]
836,201.141,201.141,187.221,0,0,3.163,0,0,1,9.757,0,0,0,0,0,0,0,[]
837,53.016,53.016,51.683,0,0,0,0,0,0,1.333,0,0,0,0,0,0,0,[]
838,67.6,67.6,9.366,0,0,25.618,0,0,0,3.355,29.261,0,0,67.7,0,0,0,[]
839,30.963,30.963,0,0,0,0,30.963,0,0,0,0,0,0,0,0,0,0,[]
840,13.5,13.5,12.524,0,0,0.729,0,0,0,0.247,0,0,0,0,0,0,0,[]
841,50,50,44.77,0,0,4.23,0,0,1,0,0,0,0,50,0,0,0,[]
842,2.793,2.793,1.514,0,0,0,0,0,1,0.279,0,0,0,2.793,0,0,0,['GROSS INCOME DOES NOT MEET $2500']
843,34.765,34.765,31.89,0,0,0,0,0,1,1.875,0,0,0,34.765,0,0,0,[]
844,40,40,29.6,0,0,8.2,0,0,0,2.2,0,0,0,40,0,0,0,[]
845,72.67,72.67,62,0,0,7,0,0,1,2,0,0,0,0,0,0,0,[]
846,144.13,144.13,134.78,0,0,0,0,0,1,8.35,0,0,0,144.13,0,0,0,[]
847,50.5,50.5,22.404,0,0,24.052,0,0,1,3.044,0,0,0,0,0,0,0,[]
848,276.747,276.747,239.232,0,0,10.285,0,0,3,13.421,9.7,1.109,0,0,0,0,0,[]
849,60,59.999,6.376,0,0,11.359,0,0,1,2.794,38.47,0,0,60,0,0,0,[]
850,123.54,123.54,102,0,0,0,21.54,0,0,0,0,0,0,123.54,0,0,0,[]
851,13.363,13.363,0,0,12.363,0,0,0,1,0,0,0,0,0,0,0,0,[]
852,400.159,400.159,368.183,0,0,18.368,0,0,2,11.608,0,0,0,400.159,0,0,0,[]
854,30.74,30.74,30.74,0,0,0,0,0,0,0,0,0,0,30.74,0,0,0,[]
855,29.556,29.556,19.3,0,0,8.556,0,0,0,0,1.7,0,0,0,0,0,0,[]
856,71.082,71.082,58.077,0,0,8.965,0,0,0,4.04,0,0,0,0,0,0,0,[]
857,149.557,149.557,134.077,0,0,9.788,0,0,0,3.633,2.059,0,0,149.557,0,0,0,[]
858,13,13,11.316,0,0,0,0,0,1,0.684,0,0,0,13,0,0,0,[]
859,150.595,150.595,70.727,0,0,53.668,0,21.595,1,3.605,0,0,0,150.595,0,0,0,[]
860,95.407,95.407,84.3,0,0,11.107,0,0,0,0,0,0,0,95.407,0,0,0,[]
861,139.317,139.317,115.969,0,5,16.463,0,0,0,1.013,0,0.872,0,139.317,0,0,0,[]
862,23.061,23.061,21.737,0,0,0,0,0,1,0.324,0,0,0,23.061,0,0,0,[]
863,12.519,12.519,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
864,48.84,48.84,10.262,0,0,35.55,0,0,1,2.028,0,0,0,48.84,2792,0,0,[]
865,175.922,175.922,155.62,0,0,11.121,0,0,1,8.181,0,0,0,175.932,0,0,0,[]
866,33.92,33.92,0,0,0,0,33.92,0,0,0,0,0,0,33.92,0,0,0,[]
867,296.025,296.025,285.623,0,0,5.377,0,0,0,5.025,0,0,0,296.025,0,0,0,[]
868,17.704,17.704,6,0,10,0,0,0,0,1.704,0,0,0,0,0,0,0,[]
869,40.762,40.762,8.309,0,0,20.062,0,0,1,1.55,9.841,0,0,40.762,0,0,0,[]
870,178.415,178.415,161.526,0,0,11.873,0,0,0,5.016,0,0,0,178.415,0,0,0,[]
871,1087.675,1087.675,966.992,0,0,75.027,0,0,2,39.773,0,3.883,0,1087.675,0,0,0,[]
872,190,190,150.682,12.6,0,20.84,0,0,1,4.878,0,0,0,190,0,0,0,[]
873,66.51,66.51,64.662,0,0,0,0,0,0,0.92,0,0,0,65.582,0,0,0,[]
874,78.565,78.565,73.138,0,0,2.03,0,0,0,2.517,0.88,0,0,78.565,0,0,0,[]
876,222.284,222.284,186.664,0,1.5,19.8,0,0,1,13.32,0,0,0,222.284,0,0,0,[]
877,80,80,61.986,0,0,13.101,0,0,1,2.185,1.06,0.668,0,0,0,0,0,[]
878,160,160,131.22,0,0,26.55,0,0,0,2.23,0,0,0,160,0,0,0,[]
881,80,80,44.009,9,10,13.087,0,0,1,2.904,0,0,0,80,0,0,0,[]
882,214.919,214.919,192.269,0,0,16.588,0,0,2,4.062,0,0,0,214.874,0,0,0,[]
883,15.009,15.009,12.963,0,0,0,0,0,0,1.046,1,0,0,0,0,0,0,[]
884,132.353,132.353,96.825,0,0,31.353,0,0,1,3.175,0,0,0,132.353,0,0,0,[]
885,373.137,373.137,316.845,0,0,50.082,0,0,0,3.537,0.64,2.033,0,373.14,0,0,0,[]
886,182.802,182.802,129.317,0,0,24.873,0,0,1,8.659,18.321,0.632,0,182.802,0,0,0,[]
887,80,80,0,74.083,0,1.284,0,0,1,3.633,0,0,0,80,0,0,0,[]
888,80,80,76.785,0,0,0.912,0,0,1,1.303,0,0,0,80,0,0,0,[]
889,78.22,78.22,76.565,0,0,0.196,0,0,1,0.459,0,0,0,0,0,0,0,[]
890,22.59,22.59,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
891,66.66,66.66,49.724,0,0,14.106,0,0,1,1.83,0,0,0,66.66,0,0,0,[]
892,23.652,23.652,8.191,0,0,13.84,0,0,1,0.621,0,0,0,0,0,0,0,[]
893,23.06,23.06,18,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,[]
894,98.4,98.4,5.221,68,3,15.09,0,0,1,6.089,0,0,0,0,0,0,0,[]
895,11.788,11.788,9.524,0,0,0,0,0,1,1.264,0,0,0,0,0,0,0,[]
896,83.287,83.287,83.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
897,79.001,79.001,48,0,0,28.18,0,0,1.79,1.031,0,0,0,79.001,0,0,0,[]
898,113.563,112.36,107.45,0,0,0,0,0,1,4.323,0.79,0,0,112.75,0,0,0,['CALCULATED DOES NOT EQUAL DEED'] MANUALLY ADJUST
899,66.015,66.015,29.955,0,0,1.084,20.75,0,0,1.916,9.85,2.46,0,66.015,0,0,0,[]
900,77.1,77.1,60.628,0,0,11.715,0,0,0,2.355,0,2.402,0,77.1,0,0,0,[]
901,52.644,52.644,43.256,0,0,0.687,0,0,0,0.798,7.24,0.663,0,52.64,0,0,0,[]
902,28.59,28.59,26.77,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,[]
903,31.104,31.104,25.634,0,2,0.606,0,1.104,1,0.76,0,0,0,31.104,0,0,0,[]
904,50.577,50.577,47.513,0,0,0,0,0,1,0,2,0,0,0,0,0,0,[]
905,88.01,88.01,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
906,40,40,39.4,0,0,0,0,0,0,0.6,0,0,0,40,0,0,0,[]
907,12.781,12.781,12.781,0,0,0,0,0,0,0,0,0,0,12.781,0,0,0,[]
908,29,29,28,0,0,0,0,0,1,0,0,0,0,29,0,0,0,[]
909,77.133,77.133,75.641,0,0,0,0,0,1.492,0,0,0,0,77.133,0,0,0,[]
911,26.228,26.228,23.958,0,0,0.849,0,0,0,1.421,0,0,0,0,0,0,0,[]
912,22.487,22.487,21.052,0,0,0,0,0,0,1.435,0,0,0,0,0,0,0,[]
915,20.5,20.5,6,8,4.5,0,0,0,2,0,0,0,0,20.5,0,0,0,[]
916,74.5,74.5,59.3,0,0,0,10.9,0,0,2.8,0,1.5,0,74.5,0,0,0,[]
917,50,50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,[]
918,69.057,69.057,62.287,0,0,6.77,0,0,0,0,0,0,0,69.057,0,0,0,[]
