AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,34,0,0,2.412,0,0,0,0,0,0,0,0,0,0,0
802,77.18,77.18,0,0,0,0,0,0,0,0,0,0,0,0,0
803,84,0,0.359,0,0,0,2,1.75,9.15,0,0,97.259,0,0,0
804,12.989,0,0,0,0,0,1,0,0,0,0,13.989,0,0,0
805,0,0,0,12.46,0,0,2.56,1.4,27.59,0,0,44.01,0,0,0
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,125,0,0,0,0,0,0,3.6,8.52,0,0,137.12,0,0,0
808,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,190.952,0,0,6.524,0,0,0,6.247,0,0,0,203.723,0,0,0
810,160.5,0,0,37,0,0,1.19,0,0,0,0,0,0,0,0
811,76.99,0,0,9.259,0,0,5,1.462,0,0,0,92.711,0,0,0
812,172.88,0,0,0,0,80,0,10.965,0,0,0,263.845,0,0,0
813,56.449,0,0,0,0,0,0,0.864,0,0,0,57.313,0,0,0
814,105.957,0,0,16.65,0,0,0,0,2.99,0,0,125.597,0,0,0
816,120.066,0,0,4.544,0,0,0,0,0,0,0,124.61,0,0,0
817,333.82,0,0,34.907,0,0,1.58,16.697,0,0,0,387.004,0,0,0
818,73.211,0,0,33,0,0,0,5,16.41,2.5,0,0,0,0,0
819,120,0,0,20,0,0,12.548,0,0,0,0,0,0,0,0
820,41,0,0,4.99,0,0,0,2.6,0,0,0,48.59,0,0,0
821,116.44,0,0,0,0,0,0,3.191,0,0,0,119.631,0,0,0
822,218.62,0,0,0,0,0,0,0,0,0,0,218.62,0,0,0
823,138.93,0,4,14.428,0,0,1.75,5.589,0,0,0,164.697,0,0,0
824,18.81,0,0,0,0,0,1.062,0,0.66,0,0,20.532,0,0,0
825,46.33,0,0,0,0,0,0,0,0,0,0,46.33,0,0,0
826,84.07,0,0,13.72,0,0,0,2,0,0,0,99.79,0,0,0
827,134.9,0,22.57,0,0,0,0,0,0,0,0,0,0,0,0
828,28.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,483.73,0,0,0,0,0,0,0,0,0,0,483.73,0,0,0
830,310,0,0,0,0,0,3,30,0,0,0,341.75,0,0,0
831,0,0,0,21.27,0,0,0,0,0,0,0,21.27,0,0,0
832,62.118,0,0,0,0,0,0,0,0,0,0,62.118,0,0,0
833,51.25,0,2.5,0,0,0,2.298,7.73,28.47,0,0,92.248,0,0,0
834,68.26,0,0,5.31,0,0,0,1.828,0,0,0,75.398,0,0,0
835,53.95,0,0,20,0,0,0,2.145,0,0,0,76.095,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,32.87,0,0,0,0,29.26,5.57,0,67.7,0,0,0
839,0,0,0,0,30.963,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,44.77,0,0,4.23,0,0,1,0,0,0,0,50,0,0,0
842,2.793,0,0,0,0,0,0,0,0,0,0,2.793,0,0,0
843,31.89,0,0,0,0,0,1,1.875,0,0,0,34.765,0,0,0
844,29.6,0,0,8.2,0,0,0,2.2,0,0,0,40,0,0,0
845,62,0,0,7,0,0,1,2,0,0,0,0,0,0,0
846,134.78,0,0,0,0,0,1,8.35,0,0,0,144.13,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,108.82,0,0,0,0,0,4,5.13,0,0,0,0,0,0,0
849,0,0,0,13,0,0,3,2.19,38.47,3.34,0,60,0,0,0
850,102,0,0,0,21.54,0,0,0,0,0,0,123.54,0,0,0
851,0,0,12.363,0,0,0,1,0,0,0,0,0,0,0,0
852,390.159,0,0,10,0,0,0,0,0,0,0,400.159,0,0,0
854,30.74,0,0,0,0,0,0,0,0,0,0,30.74,0,0,0
855,19.3,0,0,8.556,0,0,0,0,1.7,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,128.64,0,0,13.12,0,0,0,5.73,2.06,0,0,149.557,0,0,0
858,12.5,0,0,0,0,0,0,0.5,0,0,0,13,0,0,0
859,86,0,0,40,0,21.595,3,0,0,0,0,150.595,0,0,0
860,84.3,0,0,11.107,0,0,0,0,0,0,0,95.407,0,0,0
861,115.867,0,5,16,0,0,0,1.76,0.69,0,0,139.317,0,0,0
862,15.33,0,0,0,0,0,4,3.731,0,0,0,23.061,0,0,0
863,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,8,0,0,0,0,0,0,40.84,0,0,0,48.84,2792,0,0
865,163.15,0,0,5.11,0,0,0,7.662,0,0,0,175.932,0,0,0
866,0,0,0,0,33.92,0,0,0,0,0,0,33.92,0,0,0
867,285.623,0,0,5.377,0,0,0,5.025,0,0,0,296.025,0,0,0
868,6,0,10,0,0,0,0,1.704,0,0,0,0,0,0,0
869,0,0,0,20,0,0,10.502,0,10.26,0,0,40.762,0,0,0
870,194.6,0,0,10.665,0,0,0,3.15,0,0,0,178.415,0,0,0
871,986.048,0,0,86.263,0,0,5,5.564,4.8,0,0,1087.675,0,0,0
872,149.07,12.6,0,22.93,0,0,0,5.4,0,0,0,190,0,0,0
873,64.662,0,0,0,0,0,0,0.92,0,0,0,65.582,0,0,0
874,73.138,0,0,2.03,0,0,0,2.517,0.88,0,0,78.565,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,189,0,1.5,23.284,0,0,1.5,7,0,0,0,222.284,0,0,0
877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,131.22,0,0,26.55,0,0,0,2.23,0,0,0,160,0,0,0
881,40,9,10,15,0,0,3,3,0,0,0,80,0,0,0
882,182,0,0,18,0,0,7.571,7.348,0,0,0,214.874,0,0,0
883,12.963,0,0,0,0,0,0,1.046,1,0,0,0,0,0,0
884,71.69,0,0,57.808,0,0,0,2.855,0,0,0,132.353,0,0,0
885,301.48,0,0,56,0,0,0,13.867,0.64,1.15,0,373.14,0,0,0
886,119,0,0,27,0,0,5,13.482,18.32,0,0,182.802,0,0,0
887,78.5,80,0,0,0,0,1.5,0,0,0,0,80,0,0,0
888,74.188,0,0,0.912,0,0,3,1.9,0,0,0,80,0,0,0
889,76,0,0,0,0,0,1.761,0.459,0,0,0,0,0,0,0
890,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,48.974,0,0,14.106,0,0,1.75,1.83,0,0,0,66.66,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,18,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0
894,0,68,3,22,0,0,2,3.4,0,0,0,0,0,0,0
895,11.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,83.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,48,0,0,28.18,0,0,1.79,1.031,0,0,0,79.001,0,0,0
898,111.57,0,0,0,0,0,0,0,0.79,0,0,112.75,0,0,0
899,30.41,0,0,5,20.75,0,0,0,9.85,0,0,66.015,0,0,0
900,59.028,0,0,14.034,0,0,0,0,4.038,0,0,77.1,0,0,0
901,43,0,0,0,0,0,0,2.4,7.24,0,0,52.64,0,0,0
902,26.77,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0
903,28,0,2,0,0,1.104,0,0,0,0,0,31.104,0,0,0
904,47.513,0,0,0,0,0,1,0,2,0,0,0,0,0,0
905,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,39.4,0,0,0,0,0,0,0.6,0,0,0,40,0,0,0
907,12.781,0,0,0,0,0,0,0,0,0,0,12.781,0,0,0
908,28,0,0,0,0,0,1,0,0,0,0,29,0,0,0
909,75.641,0,0,0,0,0,1.492,0,0,0,0,77.133,0,0,0
910,62.5,0,0,15,0,0,2.5,0,0,0,0,80,0,0,0
911,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,6,8,4.5,0,0,0,2,0,0,0,0,20.5,0,0,0
916,59.3,0,0,0,10.9,0,0,2.8,0,1.5,0,74.5,0,0,0
917,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0
918,62.287,0,0,6.77,0,0,0,0,0,0,0,69.057,0,0,0
919,0,90.58,0,0,22.55,0,0,1,6.004,0,0,120.062,0,0,0
920,13.396738,0,0,5.593586,0,0,0,0.91567,0,0,0,19.906,0,0,0
922,0,0,0,0,0,0,1,0,0,19.153,0,0,0,0,0
923,237.5,0,0,4.1,0,0,0,10.439,3.2,0,0,255.239,0,0,0
924,75.8,0,0,0,0,0,0,1.46,7.85,0,0,85.11,0,0,0
925,64,0,0,0,0,0,1,5.776,0,0,0,70.776,0,0,0
926,93.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,8.2,0,0,0,0,4.092,0,0,0,0,0,0,4100,0,0
928,50.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,64.94,0,0,0,0,0,0,0,0,0,0,64.94,0,0,0
930,39,0,0,0,0,0,0,1,0,0,0,40,0,0,0
931,44.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,20.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,47.96,0,0,0,0,0,1,1.77,0,0,0,50.73,0,0,0
935,74.354,0,0,0,0,0,0,3.701,0,0,0,78.055,0,0,0
936,33.14,0,0,0,0,0,0,0.86,0,0,0,34,0,0,0
937,170.753,0,0,0,0,0,1,6.927,0,0,0,178.68,0,0,0
938,0,87.54,0,0,22.91,0,0,2.1,5.11,0,0,117.66,0,0,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,461.8,0,0,21.34,0,0,0,28.073,2.24,2.95,0,516.403,0,0,0
941,242.45,0,0,2,0,1,0,2,0,1.53,0,248.98,0,0,0
942,13.7,0,0,40.806,0,0,1,0,0,0,0,55.506,0,0,0
943,223.37,0,0,51.998,0,0,4.5,5.768,0.9,0,0,286.537,0,0,0
944,56.769,0,0,6.6,0,0,0,0,0,0,0,63.369,0,0,0
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,121.329,0,0,0,0,0,1,4.531,0,0,0,0,0,0,0
948,35.7,0,0,3.3,0,0,0,1.002,0,0,0,40.002,0,0,0
949,13.6,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0
950,77.2,0,0,0,0,0,0,0,0,0,0,77.2,0,0,0
952,135.47,0,0,56.507,0,0,1,9.797,0,0,0,202.774,0,0,0
953,103,0,0,26.118,0,0,0.5,0,0,0,0,129.618,0,0,0
954,4.12,0,0,0,0,0,0,0.64,1.87,0,0,6.63,319,1566.26,800
955,140,0,0,14.039,0,0,0,3.6,0,0,0,157.639,0,0,0
956,156.636,0,0,0,0,0,0,0,0,0,0,156.636,0,0,0
957,100.265,0,0,12,0,0,0,0,0,0,0,0,0,0,0
958,132.6,0,0,44.737,0,0,0,1.825,0,0,0,179.162,0,0,0
959,210.326,0,0,0,0,0,1,0,0,0,0,211.326,0,0,0
960,60,0,0,8,0,0,3,9,0,0,0,80,0,0,0
961,10,0,0,0,0,0.5,0,0,0,0,0,10.5,0,0,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,171.86,0,0,18.7,0,0,0,3.469,0.71,0,0,194.739,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0
969,147.8,0,0,7.4,0,0,0,0,0,0,0,155.2,0,0,0
970,0,0,0,14.09,0,0,1.5,0,16.53,3,0,0,0,0,0
971,98.25,9.8,0,0,0,0,1,7.58,5.02,0,0,121.65,0,0,0
972,62,0,0,10,0,0,2.49,0,5.51,0,0,80,0,0,0
973,15.24,0,0,0,0,0,0,1.413,0,0,0,16.653,0,0,0
974,0,13.05,24.95,15.78,0,0,4,2.82,12.9,0,0,73.5,0,0,0
975,20,0,0,0,0,0,0,4.99,0,0,0,24.99,0,0,0
976,23.9,0,0,10.349,0,0,2,1,0,0,0,37.249,0,0,0
977,167.72,0,0,41,0,0,0,15.179,0,0,0,223.899,0,0,0
978,78,0,0,0,0,0,0,2,0,0,0,80,0,0,0
979,104,0,0,11,0,0,0,1.85,0,0,0,116.85,0,0,0
980,60.29,0,0,0,0,0,1,1.575,0,0,0,62.865,0,0,0
981,94.539,0,0,0,0,0,0,0,0,0,0,94.539,0,0,0
982,244.06,0,0,23.61,0,0,1,13.27,0.6,0.79,0,283.609,0,0,0
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,85,0,1.3,2,0,0,0,2,0,0,0,90.3,0,0,0
985,88.4,0,0,4.2,0,0,0,0,0,0,3.215,95.815,0,0,0
986,54.88,0,0,19.77,0,0,0,1.96,3.39,0,0,80,0,0,0
987,36.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,57.24,0,0,0,0,0,0,7.19,4.23,0,0,68.66,0,0,0
989,206.512,0,0,12.766,0,0,1,5.672,0,0,0,225.95,0,0,0
990,12.9,0,0,14.1,0,0,0,0,0,0,0,27,0,0,0
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,112.13,0,0,34.61,0,0,0,0,0,0,0,146.74,0,0,0
993,65.975,0,0,10.781,0,0,0,3.244,0,0,0,80,0,0,0
994,96.252,0,0,24.509,0,0,1,4.499,0,0,0,126.26,0,0,0
995,161.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,41.3,0,0,0,0,0,0,1.797,2.55,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,171,0,0,0,0,0,2.181,0,0,0,0,173.181,0,0,0
1000,70.529,0,0,15.801,0,0,3,1.686,0,0,0,91.016,0,0,0
1001,31.387,0,0,0,0,0,0,0,0,0,0,31.387,0,0,0
1002,0,0,3.286,0,0,0,0,0,0,0,0,3.286,27591,0,0
1003,8.28,0,0,0,0,0,0,0,0,0,0,8.28,3487.95,0,0
1004,172.053,0,5,6.696,0,0,2,4.581,1.8,0.5,0,192.63,0,0,0
1005,59.5,0,0,3.985,0,0,0,0,0,0,0,63.485,0,0,0
1006,4.047,0,0,5.03,0,0,0,1.2,0,0,0,10.277,0,0,0
1007,146.96,0,0,6.041,0,0,0,5.734,0,1.638,0,160.373,0,0,0
1008,77.757,0,0,0,0,0,0,2,0,0,0,79.757,0,0,0
1009,76.41,0,0,0,0,0,0,2.37,0,0,0,78.78,0,0,0
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,184.35,0,0,38.371,0,0,2,13.213,0,0,0,0,0,0,0
1012,32.48,0,0,4.2,0,0,1,2.32,0,0,0,40,0,0,0
1013,51.54,0,0,0,0,0,0,1.713,0.5,0,0,53.753,0,0,0
1015,0,0,0,0,35.22,0,1,5.2,26.5,0,0,67.92,0,0,0
1016,7,0,0,2.75,0,1,3,0,0,0,0,13.75,0,0,0
1017,126.8,0,3,20,0,0,1,3.25,1.8,0,0,152.85,0,0,0
1018,99.5,0,0,0,0,0,2,3.466,0,0,0,104.966,0,0,0
1019,105.5,0,0,0,0,0,2,3.075,0,0,0,110.575,0,0,0
1020,0,0,0,12.741,0,0,0,0,0,0,0,12.741,0,0,0
1021,61.2,0,0,2.084,0,0,1.8,4,0,0,0,69.084,0,0,0
1023,810.532,0,0,26.13,0,0,4,19.714,0,0,0,860.376,0,0,0
1024,15.224,0,0,0,0,0,0,0,0,0,0,15.224,0,0,0
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,23.565,0,0,0,0,53.5,0,0,77.065,0,0,0
1027,26.98,0,0,0,0,0,0,0,0,0,0,26.98,0,0,0
1028,156.3,0,0,5.69,0,0,4.02,3.57,0,0,0,169.58,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,26.07,0,0,0,0,0,2.5,0,0,0,0,28.57,0,0,0
1032,129,20,15,28.774,0,0,0,0,0,0,0,192.774,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,132.32,0,0,19.424,0,0,3.72,1.75,0,0,0,0,0,0,0
1035,215.972,0,0,37.97,0,0,1,2.49,9.15,0,0,0,0,0,0
1036,0,0,0,0,34.9,0,0,0.5,5.1,0,0,40.5,0,0,0
1037,36,0,0,3,0,0,0,1,0,0,0,40,0,0,0
1038,76.4,0,0,0,0,0,1.756,1.82,0,0,0,79.976,0,0,0
1039,135.42,0,0,33,0,0,0,0,3.6,0,0.954,172.974,0,0,0
1040,18.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,113.74,0,0,47.71,0,0,0,10.201,3.49,0,0,175.141,0,0,0
1042,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1043,324.3,0,0,37.787,0,0,0,3.11,0,1.82,0,367.017,0,0,0
1044,78.3,0,0,15.29,0,0,0,0,0,0,0,93.59,0,0,0
1045,12.68,0,0,0,0,0,2.863,0.641,0,0,0,16.184,0,0,0
1046,82.89,0,0,7.42,0,0,0,0,5.89,0,0,96.2,0,0,0
1047,136.5,0,0,30,0,0,4.25,1.25,0,0,0,0,0,0,0
1048,73.54,0,0,0,0,0,0,6.46,0,0,0,80,0,0,0
1049,12.39,0,0,0,0,0,0,3.083,0,0,0,15.473,0,0,0
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,66,0,0,0,0,0,1.107,0,0,0,67.107,0,0,0
1052,131.141,0,0,0,0,0,0,0,0,0,0,131.141,0,0,0
1053,0,34.86,0,12.61,0,0,0,1.72,2.1,0,0,51.29,0,0,0
1054,85.33,0,0,8.16,0,0,1.59,0,0.62,2.3,0,98,0,0,0
1055,65.2,0,0,10.2,0,0,3,0.573,0,0,0,78.973,0,0,0
1056,178.66,0,0,13.708,0,0,2.4,3.55,0,0,0,0,0,0,0
1057,91.912,0,0,22.283,0,0,0,1.285,0,0,0,115.48,0,0,0
1058,68,0,0,12,0,0,0,0,0,0,0,80,0,0,0
1059,80,0,0,0,0,0,0,0,0,0,0,80,0,0,0
1060,32.11,0,0,7.89,0,0,0,0,0,0,0,40,0,0,0
1061,111.1,0,0,0,0,0,0,5.4,0,0,0,116.5,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,138.882,0,0,13.8,0,0,0,3.018,0,0,0,155.7,0,0,0
1065,109.195,0,0,0,0,0,0,22,0,0,0,131.195,0,0,0
1066,21.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,176,0,0,46.13,0,0,2,3,0,0,0,227.13,0,0,0
1068,75,0,0,0,0,0,0,4.519,0,0,0,79.519,43566.75,0,0
1069,111.299,0,0,1.2,0,0,0,0.2,10.33,0,0,123.029,0,0,0
1070,128.466,0,0,0,0,0,0,0,0,0,0,128.466,0,0,0
1071,230.55,5.34,0,0,0,0,10,9.419,9.06,0,0,264.369,0,0,0
1072,89.44,0,11.21,62.164,0,0,2,0,0,0,0,164.814,0,0,0
1074,157,0,0,35,0,0,0,14,0,0,0,206,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,52,0,0,5.12,0,0,0,0,0,0,0,57.12,0,0,0
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,58.5,0,0,0,0,0,0,1,0,0,0,59.5,0,0,0
1079,30.9,0,0,15,0,0,1,5.627,0,0,0,52.527,0,0,0
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,72,0,6,0,0,0,2,0,0,0,0,80,0,0,0
1082,103.39,0,0,0,0,0,0,5.686,3.69,0,0,112.766,0,0,0
1083,0,0,0,0,23.425,0,0,0,0,0,0,23.425,0,0,0
1084,52.186,0,0,0,0,0,1.22,1.513,0,0,0,54.919,0,0,0
1085,18.5,0,0,8.075,0,0,1,0.734,0,0,0,28.309,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,387,13,0,77.01,0,0,3,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,191.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,84.73,0,0,9.404,0,0,2,6.967,0,0,0,103.101,0,0,0
1091,112.946,0,0,39.714,0,0,1,4.259,0,0,0,158.419,0,0,0
1092,164.42,0,0,27.6,0,0,1.6,3.3,1.4,0,0,198.32,0,0,0
1093,1048.166,0,0,110.334968,0,0,1.00004,61.537313,0,0,0,1221.554,0,0,0
1094,22.917,0,0,0,0,0,0,0,0,0,0,22.917,0,0,0
1095,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,83.947,0,0,8,0,0,3,7,0,0,0,101.947,0,0,0
1097,167.296,39.69,0,0,0,0,7.28,0.76,4.2,0,0,0,0,0,0
1099,118.227,0,0,0,0,0,0,0,0,0,0,118.227,0,0,0
1100,11.935,0,0,0,0,0,0,0,0,0,0,11.935,0,0,0
1101,0,22.646,0,0,0,0,0,0.25,0,0,0,22.896,0,0,0
1102,14.786,0,0,0,0,0,0,0,0,0,0,14.786,0,0,0
1103,86.109,0,0,0,0,0,0,0,0,0,0,86.109,0,0,0
1104,162.3,0,0,0,0,0,0,7.25,0,0,0,169.55,0,0,0
1105,65,0,0,0,0,0,0,2,0,0,0,67,0,0,0
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,35.747,0,0,1.01,0,0,0,1.104,0,0,0,37.861,0,0,0
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,189.77,20,15,21.47,0,0,5,6.76,0,0,0,258,12000,68838,0
1110,247.46,0,0,45,0,0,4,0,0,0,0,296.46,0,0,0
1111,14.468,0,0,0,0,0,0,0,0,0,0,14.468,0,0,0
1112,58.901,0,0,0.868,0,0,0,0,0,0,0,59.769,0,0,0
1113,77.74,0,0,0,0,0,0,0,0,0,0,77.74,0,0,0
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,72.331,0,0,0,0,0,2,5.543,7.81,0,0,87.684,0,0,0
1117,0,65.78,0,0,0,0,0,4.252,2.96,0,0,72.992,0,0,0
1118,31,0,0,0,0,0,0,0,0,0,0,31,0,0,0
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,28.03,0,0,4.84,0,0,0,0.814,1.13,0,0,34.814,0,0,0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,103,0,0,4,0,0,3,4.379,0,0,0,114.379,0,0,0
1123,84.364,0,0,18.419,0,0,0,1.89,0,0,0,104.673,0,0,0
1124,49.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,162.24,9.06,0,0,32.74,0,9.53,5.704,0,0,0,219.274,0,0,0
1126,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,17.686,0,0,0,0,0,1.25,0,0,0,0,18.936,0,0,0
1128,189.261,0,0,41.36,0,0,0,23.906,0,3.5,0,0,0,0,0
1129,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,112.45,5.13,0,0,0,0,0,15.644,0,0,0,133.224,0,0,0
1131,0,0,0,0,18.19,0,0,0,0,0,0,18.19,0,0,0
1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,16.964,0,2.77,7,0,0,2,0.2,0,0,0,28.934,0,0,0
1135,111.317,0,0,0,0,0,3.967,6,0,0,0,121.284,0,0,0
1136,52,0,0,10.1,0,0,0,1.54,10.25,0,0,73.89,0,0,0
1137,70.437,0,0,0,0,0,0,0,0,0,0,70.437,0,0,0
1138,56.474,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1139,111.77,9,0,60,0,0,1,7.23,7.7,0,0,196.7,0,0,0
1140,58,0,0,8,0,0,0,9.04,0,0,0,75.04,0,0,0
1141,427.294,0,0,0,0,0,0,0,0,0,0,427.294,0,0,0
1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,21.475,0,0,3.1,0,0,1.5,0,2.5,0,0,28.575,0,0,0
1144,35.961,0,0,7,0,0,5,0,0,0,0,47.961,0,0,0
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,187.474,0,0,20.86,0,0,0,5.5,0,4.736,0,218.57,0,0,0
1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,0,78.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,87.836,0,0,11.8,0,0,0,0,6.29,0,0,105.926,0,0,0
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,22.5,0,0,0,0,0,0,1.23,0,0,0,24.73,0,0,0
1154,59.509,0,0,0,0,0,0,3.982,0,0,0,63.491,0,0,0
1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,123.758,0,0,0,0,0,0,0,0,0,0,123.758,0,0,0
1157,25,0,0,0,0,0,0,0.2,0,0,0,25.2,0,0,0
1158,177.9,0,0,10,0,0,2,8.03,0,0,0,197.93,0,0,0
1159,118.023,0,0,0.687,0,0,1.46,1.706,0,5.48,0,127.356,0,0,0
1160,10.4,0,0,3.4,0,0,0,0,0,0,0,13.8,0,0,0
1161,284.11,0,0,0,0,0,4.5,2.496,0.5,3.52,0,295.126,0,0,0
1162,406.59,8,0,71.32,0,0,7,0,13.703,9.58,0,516.193,0,0,0
1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,58.99,0,3.39,0,10,0,1.77,3.43,1.69,0,0,79.25,0,0,0
1165,62.211,0,0,20.83,0,0,0,7.759,0,0,0,90.8,0,0,0
1166,89.716,0,0,58.091,0,0,0,5.995,0,0,0,153.802,0,0,0
1167,106.632,0,0,0,0,0,0,0,0,0,0,106.632,0,0,0
1168,178.1,0,0,43.54,0,0,4.3,1.585,0,0,0,227.525,0,0,0
1169,66.07,0,0,0,0,0,1,11.93,1,0,0,80,0,0,0
1170,333.41,0,0,13.79,0,0,4.794,12.653,0,0,0,364.647,0,0,0
1171,80.7,0,0,0,23.57,0,0,0,0.462,0,0,104.732,0,0,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,16.76,0,0,6.57,0,0,1,0.5,0,0,0,24.83,0,0,0
1174,93.4,0,0,0,0,0,0,0,0,0,0,93.4,2030.886,28915.36,6172.53
1175,152,0,0,17,0,0,1.34,12.513,11.67,0,0,194.523,0,0,0
1176,269.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,97.098,0,0,0,0,0,0,0,0,0,0,97.098,0,0,0
1178,0,0,43.338,0,0,0,0,0,0,0,0,0,0,0,0
1179,103,0,0,17.5,0,0,1,3.742,2.52,0,0,127.762,0,0,0
1180,0,0,0,0,14,0,0,0.51,0,0,0,0,0,0,0
1181,191.77,0,0,15.7,0,0,1.9,5.34,0,0,0,214.71,0,0,0
1182,8,0,0,0,0,0,2.26,0,0,0,0,10.26,0,0,0
1183,144,0,0,6,0,0,0,0.635,0,0,0,150.635,0,0,0
1184,58.3,0,0,13.7,0,0,3,0,0,0,0,75,0,0,0
1185,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
